BIO101,https://drive.google.com/file/d/1oYDwyGOaw8TJQgi8V52NIng5ptAAjmCd/view?usp=sharing 
BNG103,https://drive.google.com/file/d/1wHQC-yBsVdojVZh0N3AfM6itL1ZbD6V3/view?usp=sharing 
Cryptography,https://drive.google.com/file/d/1CCz93c9DmbPhthOeIjcWuUKHVrfXZRoh/view?usp=sharing 
CSE110,https://drive.google.com/file/d/1QAY8tOjxIwwI-6pDLil-FbWT9lj9Ic-F/view?usp=sharing 
CSE111,https://drive.google.com/file/d/1_XWncOe0RLo0vuIlgSkIUPKgtE_BLOAv/view?usp=sharing 
CSE220,https://drive.google.com/file/d/15vBTyzWNHHaMkkhlTVHR3GP11DwGlaFd/view?usp=sharing 
CSE221,https://drive.google.com/file/d/1nG6iZM-1ev0wju7C-jiGR32_krlMESpy/view?usp=sharing 
CSE230,https://drive.google.com/file/d/1CwGD1p0ORGsaJUG9vC9k38CPQ7uMTygy/view?usp=sharing 
CSE250,https://drive.google.com/file/d/1ti83p-Q2Bq57AHacjwvHUcR82l7eKa2S/view?usp=sharing 
CSE251,https://drive.google.com/file/d/1Pn6r7jFSfZqU0PHNSDS2Y_ZxDKdhPxu0/view?usp=sharing 
CSE260,https://drive.google.com/file/d/1rZPvl4bW7rEfRN2f2njwz-N0k3PbfwZ3/view?usp=sharing 
CSE320,https://drive.google.com/file/d/1UaWl5Gd6uv0UDH2GFYMX38ClZIm0_wqv/view?usp=sharing 
CSE321,https://drive.google.com/file/d/18baM0chapJNZ9lecwy_ZVLLZIJq8uHi-/view?usp=sharing
CSE330,https://drive.google.com/file/d/1HyAW8YuTkhpQYrt46rF3OGAJhiyigaM8/view?usp=sharing 
CSE331,https://drive.google.com/file/d/1JJzjwxFItTFLCneT05S51YVj8lm-tWnh/view?usp=sharing 
CSE340,https://drive.google.com/file/d/1r9tiAjGaXCiqtRp79E3s2R1PZPUHZA0I/view?usp=sharing 
CSE341,https://drive.google.com/file/d/1-wd1S5AqRXxdDxvIYMpWWDO-hoNvsdX-/view?usp=sharing 
CSE350,https://drive.google.com/file/d/1xmtoQhNTdpPvqf2pI-26Hz66204vatnh/view?usp=sharing
CSE360,https://drive.google.com/file/d/1M58RtIf2hOHxNKQEbiQQNFPmnpVkrszq/view?usp=sharing 
CSE370-L,https://drive.google.com/file/d/1pWOENTr7m4kofgvD98GFJFR1cGEzqKeg/view?usp=sharing 
CSE370,https://drive.google.com/file/d/17Dk_6XcsIdfloLllnTlAsgtaWLeraY4b/view?usp=sharing 
CSE420,https://drive.google.com/file/d/14YLLxaWr5rI4kXODAnOii7quXJscIljd/view?usp=sharing 
CSE422,https://drive.google.com/file/d/13h6VQcih-eA5W_Q68WY4y2jZuhW6n8fj/view?usp=sharing 
CSE423,https://drive.google.com/file/d/1K3D41ae-czn9N3RWf5euQuQUCVsCTQOr/view?usp=sharing 
CSE437,https://drive.google.com/file/d/18JjynbVoiLGM-BIQJHh_3Rdo2vPGk2I9/view?usp=sharing
CSE461,https://drive.google.com/file/d/13wzNQsX5wFYK8gmxaU9dATzmyjtIAdUv/view?usp=sharing
CSE470,https://drive.google.com/file/d/1nIMjio_UhBzP2mqQleZdDDuSwEaQWhLT/view?usp=sharing 
CSE471,https://drive.google.com/file/d/10YSFgALH9-npYiNDiXP6eX7R0YBufToV/view?usp=sharing 
CST307,https://drive.google.com/file/d/1tQ5ZzchuwsAf7MoKXypId_SKiNPkhAqD/view?usp=sharing 
EMB101,https://drive.google.com/file/d/19AcYli9RMSH0TLrV4vlxzU8fSjSmn6F7/view?usp=sharing 
ENG102,https://drive.google.com/file/d/12SFM7eFXJjAA_KO6Q9sfTUAMOkgallbr/view?usp=sharing 
HUM102,https://drive.google.com/file/d/13WHs6d2gSQB4e1V9KKRexFSGuU34aDa_/view?usp=sharing 
HUM103,https://drive.google.com/file/d/1VjwCXfAV3yJTe7gACZpWIvNVaJhIWgsR/view?usp=sharing 
PSY101,https://drive.google.com/file/d/1uWQtnEgHtgL6Rc5LXWR71fB3jeNDNgFk/view?usp=sharing
MAT110,https://drive.google.com/file/d/1ih-rU3XSBqB9Orq3k4dhJPF2vtsYR2mt/view?usp=sharing 
MAT111,https://drive.google.com/file/d/1IQTkfOA6BIJzdNWQAeKvvnviZeXVeMrD/view?usp=sharing
MAT123,https://drive.google.com/file/d/1Pi3GXqDSPHSCCsCoDfTKhSf6QS6h6N8_/view?usp=sharing 
MAT211,https://drive.google.com/file/d/19P47syUdfC9Y5LPnY-R90KHD8z9kpha7/view?usp=sharing 
MAT212,https://drive.google.com/file/d/1JEYPAgrHZ8k_VWRD3v-yqdBxfD1KeAHZ/view?usp=sharing 
MAT215,https://drive.google.com/file/d/1GuTG8ZeVlJw8skRQefRfa3revAwTa6Fn/view?usp=sharing 
MAT215-E,https://drive.google.com/file/d/1K8E6VYP3wCk8jRqlXVWrqCmHT13IuX0V/view?usp=sharing 
MAT221,https://drive.google.com/file/d/1Ep7nFxoVvW8LBg_Ro8QDbBmp0ZxFun6m/view?usp=sharing 
MAT222,https://drive.google.com/file/d/1Sj5D8Df4T6n5HUPNTuwVuoCw3q3Go4TG/view?usp=sharing 
MAT311,https://drive.google.com/file/d/1x3PFwZDV9WOQN4pYglvVaz9ZtYxhFaLO/view?usp=sharing 
MAT314,https://drive.google.com/file/d/113NMXo94rUbJjxwbss2mu4p26R1N9cyS/view?usp=sharing 
MAT316,https://drive.google.com/file/d/1qEVhhj32RDD-m-_909fX0psCD0Y4T1ad/view?usp=sharing 
MAT321,https://drive.google.com/file/d/1lFfCoo7mFcxYIcRvlt-534uH4dd2g93E/view?usp=sharing 
MAT322,https://drive.google.com/file/d/1UeMDhLIQ2aKHYdMy-2NrIceMs_pynStK/view?usp=sharing 
MAT323,https://drive.google.com/file/d/1Kfaxy3aRd4vkh9wa44Ox2auRh_nEvf0R/view?usp=sharing 
MAT325,https://drive.google.com/file/d/1q6LnjKIoIkL-cVGD5VcoRw8n6K2ofHsl/view?usp=sharing 
MAT411,https://drive.google.com/file/d/15yoP_6V9kOvZ5ZKgPgOWVkH7eccdydj0/view?usp=sharing 
MAT422,https://drive.google.com/file/d/1utpm4PuB5k17lpStMXkbE3tqZz1ZwYxs/view?usp=sharing 
MAT469,https://drive.google.com/file/d/1uBdwyR36s3T_XdgVGwIDHoJ3BkQ5uo0M/view?usp=sharing 
NLP II,https://drive.google.com/file/d/1nhqDJoxKNMRV1krGKp3C4XI_t3fDjsr6/view?usp=sharing 
PHY111,https://drive.google.com/file/d/11vryQGqfu34qsWCbGOh2zpxbBMRzd0Kz/view?usp=sharing 
PHY112,https://drive.google.com/file/d/1gtOAaJndJaTgYOsqGu4jsObdirQbQNSO/view?usp=sharing 
STA201,https://drive.google.com/file/d/1LXoYyltzhgDrZo6RVE6iAq9hqt7pPQKn/view?usp=sharing 
Stat mech,https://drive.google.com/file/d/1jqf80xN2xMeYtb_6lYdOSvLbALpSmV5n/view?usp=sharing 
MAT312,https://drive.google.com/file/d/1ALFs8GN3wOcsPU_OiiYTM1Z5RjJIDwyz/view?usp=sharing 
